numero_client,nom,prenom,sexe,date_naissance,email,telephone_mobile,adresse,code_postal,ville,iban,num_secu,statut_compte_courant,duree_credit_mois,historique_credit,objet_credit,montant_credit,epargne,anciennete_emploi,taux_effort,statut_personnel_sexe,autres_debiteurs,anciennete_logement,biens,age,autres_credits,logement,nb_credits_existants,emploi,nb_personnes_charge,telephone_declare,travailleur_etranger,defaut
FIN-100441,Alves,Henriette,F,1995-09-24,henriette.alves@free.fr,07 71 42 24 10,"947, rue Sabine Neveu",66897,Saint LouiseBourg,FR2704496461293900251213756,232082923270602,solde < 100,12,crédits en cours sans incident,audiovisuel,1620,épargne < 100,1-4 ans,2,femme : divorcée/séparée/mariée,co-emprunteur,3,épargne logement/assurance vie,30,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100496,Lagarde,Nicolas,M,18.05.1996,nicolas.lagarde@outlook.fr,07 32 03 09 37,"19, chemin de Clément",50447,Colas,FR3860119391038297425513609,108122505692757,solde 100-200,36,crédits en cours sans incident,audiovisuel,9034,épargne 100-500,< 1 an,4,homme : célibataire,co-emprunteur,1,aucun bien connu,29,aucun,locataire,1,cadre / indépendant,1,oui,oui,1
FIN-100112,Lefebvre,Jean,M,1997-06-04,jean.lefebvre@gmail.com,+33791778507,"88, chemin Weiss",87224,Thomas,FR3678715841560821371184254,278055110860455,solde 100-200,18,crédits en cours sans incident,voiture neuve,6260,épargne < 100,4-7 ans,3,homme : célibataire,aucun,3,immobilier,28,aucun,locataire,1,non qualifié résident,1,non,oui,0
FIN-100691,Blot,Alexandria,F,2000-07-27,alexandria.blot@free.fr,0749075399,"77, rue Joséphine Brunel",13128,Pereira-sur-Da Silva,FR6335389629853243679241571,171123604469677,solde 100-200,15,crédits en cours sans incident,études,2631,épargne 100-500,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,2,immobilier,25,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100232,Bourgeois,Frédéric,M,1990-10-19,frédéric.bourgeois@gmail.com,+33626984858,"7, avenue Thomas Joly",80978,  Fischer ,FR0293744039464083037360601,191039761125441,pas de compte courant,12,crédits en cours sans incident,électroménager,2141,épargne 100-500,4-7 ans,3,homme : célibataire,aucun,1,aucun bien connu,35,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100891,Navarro,Matthieu,M,1979-09-06,matthieu.navarro@free.fr,07 97 05 09 75,"15, chemin Adèle Le Gall",35295,Masson,FR5517303324967574510484809,199051730021357,pas de compte courant,15,compte critique / crédits ailleurs,électroménager,1829,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,46,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100607,Moreno,Olivie,F,06.10.1975,olivie.moreno@outlook.fr,0603477866,"529, avenue Lucy Lebrun",88236,Leclercqboeuf,FR3015398391226000144076291,163103417222334,solde 100-200,36,crédits en cours sans incident,électroménager,2671,épargne 100-500,1-4 ans,4,femme : divorcée/séparée/mariée,co-emprunteur,4,aucun bien connu,50,aucun,logé gratuitement,1,employé qualifié,1,non,oui,1
FIN-100671,Guilbert,Thierry,M,1994-09-29,thierry.guilbert@outlook.fr,+33772934172,avenue de Lucas,52380,Lebon,FR9839660734467462159584174,120086100100832,pas de compte courant,36,crédits en cours sans incident,autre,5742,épargne 100-500,4-7 ans,2,homme : célibataire,aucun,2,véhicule ou autre,31,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100373,Langlois,Édouard,M,1962-09-27,édouard.langlois@free.fr,0657279194,"4, chemin Langlois",38838,Jacques-sur-Boulanger,FR3111065411340785169949708,289072227879287,pas de compte courant,60,compte critique / crédits ailleurs,voiture neuve,13756,pas d'épargne connue,>= 7 ans,2,homme : célibataire,aucun,4,aucun bien connu,63,banque,logé gratuitement,1,cadre / indépendant,1,oui,oui,0
FIN-100040,Jourdan,Zacharie,M,1995-04-04,zacharie.jourdan@free.fr,0617659180,"33, rue Charpentier",50803,Breton,FR1563425563830008186702440,299122923245244,pas de compte courant,30,crédits en cours sans incident,électroménager,2333,épargne 500-1000,>= 7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,30,banque,propriétaire,1,cadre / indépendant,1,non,oui,0
FIN-100864,Ferrand,Timothée,M,2000-05-22,timothée.ferrand@free.fr,06 15 18 26 06,"28, avenue de Gallet",56631,Neveu,FR9681775512944149253164982,123013018947928,pas de compte courant,10,crédits en cours sans incident,audiovisuel,2210,épargne < 100,1-4 ans,2,homme : célibataire,aucun,2,immobilier,25,banque,locataire,1,non qualifié résident,1,non,oui,1
FIN-100233,Marty,Michel,M,2000-04-23,michel.marty@orange.fr,0633945228,"41, boulevard de Brunel",68295,Lopezboeuf,FR7848860849079388413685283,188080810503033,solde 100-200,18,crédits en cours sans incident,électroménager,866,épargne < 100,,4,homme : marié/veuf,garant,2,immobilier,25,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100806,Vallée,Marcel,M,1999-04-17,marcel.vallée@outlook.fr,0768389030,"91, chemin Maggie Bailly",33203,Rivière,FR4374192581476212360186399,233109550081149,solde 100-200,6,crédits en cours sans incident,électroménager,590,épargne < 100,< 1 an,3,homme : marié/veuf,aucun,3,immobilier,26,aucun,propriétaire,1,non qualifié résident,1,non,non,0
FIN-100676,Delahaye,Henri,M,1992-04-25,henri.delahaye@orange.fr,0728910771,"75, boulevard de Valentin",06838,  Chrétien ,FR7717791524461440923351746,296020506195172,pas de compte courant,24,compte critique / crédits ailleurs,audiovisuel,5150,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,33,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100317,Besnard,Laure,F,1977-03-10,laure.besnard@orange.fr,0755647292,"5, boulevard de Voisin",58961,Denis,FR1916591438823255398358446,248058313746824,solde 100-200,24,crédits en cours sans incident,audiovisuel,4351,pas d'épargne connue,1-4 ans,1,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,48,aucun,propriétaire,1,non qualifié résident,1,oui,oui,0
FIN-100648,Roger,Marc,M,1987-02-23,marc.roger@free.fr,0626642147,"14, rue Thibault Lebreton",64605,Sainte Alexandria-les-Bains,FR2245786555751247640006875,199090407098306,solde > 200 ou salaire domicilié,24,crédits en cours sans incident,voiture neuve,947,épargne < 100,4-7 ans,4,homme : célibataire,aucun,3,aucun bien connu,38,banque,logé gratuitement,1,employé qualifié,2,non,oui,1
FIN-100410,Berthelot,Laure,F,2005-10-11,laure.berthelot@gmail.com,0757027937,"2, avenue Auguste Pascal",83227,Philippedan,FR1526114243625854218808799,292101220291290,solde 100-200,24,crédits en cours sans incident,électroménager,1967,épargne < 100,>= 7 ans,4,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,20,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100920,Leblanc,Frédérique,F,1997-06-09,frédérique.leblanc@gmail.com,+33623083402,"2, boulevard Leclerc",47242,Saint Thibautboeuf,FR5536412247409853720335051,205077654000339,pas de compte courant,18,compte critique / crédits ailleurs,audiovisuel,1817,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,2,aucun bien connu,28,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100709,Godard,David,M,1988-11-09,david.godard@outlook.fr,0769070562,"2, chemin de Leblanc",88166,Delmas,FR6189041728207623811522328,131041803392670,solde 100-200,9,crédits en cours sans incident,électroménager,"2118,00",épargne < 100,1-4 ans,2,homme : célibataire,aucun,2,immobilier,37,aucun,propriétaire,1,non qualifié résident,2,non,oui,0
FIN-100358,Bouvet,Alain,M,1997-08-15,alain.bouvet@free.fr,0694565118,"8, chemin Astrid Lebon",66171,Jean-les-Bains,FR0322427677462591601124115,196030810519179,pas de compte courant,12,crédits en cours sans incident,électroménager,776,épargne < 100,1-4 ans,4,homme : marié/veuf,aucun,2,immobilier,28,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100258,Chartier,Antoinette,F,25.07.2002,antoinette.chartier@gmail.com,0643536822,rue Chantal Carre,78794,Potier-les-Bains,FR7976297454930364687191203,173086311341021,pas de compte courant,15,crédits en cours sans incident,voiture occasion,3812,épargne 100-500,< 1 an,1,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,23,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100744,Laporte,Théophile,M,23/06/1995,théophile.laporte@outlook.fr,0693928456,"6, boulevard Perret",23348,Brunet-sur-Leroy,FR2868611997675983326170505,124025935056816,solde < 100,39,compte critique / crédits ailleurs,audiovisuel,14179,pas d'épargne connue,4-7 ans,4,homme : célibataire,aucun,4,épargne logement/assurance vie,30,aucun,propriétaire,2,cadre / indépendant,1,oui,oui,0
FIN-100627,Gomez,Bernard,M,1996-04-19,bernard.gomez@gmail.com,0691086771,chemin de Lenoir,02227,Gosselin,FR1154492054894453811808189,151078619499071,solde 100-200,9,crédits Finova soldés,voiture neuve,1437,épargne 100-500,4-7 ans,2,homme : célibataire,aucun,3,aucun bien connu,29,aucun,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100632,Delaunay,Vincent,M,2002-02-25,vincent.delaunay@orange.fr,0794118005,"29, chemin de Morel",97245,Sainte Hortenseboeuf,FR8257191898664693656183359,255061305515889,solde 100-200,15,crédits en cours sans incident,électroménager,1444,pas d'épargne connue,< 1 an,4,homme : célibataire,aucun,1,épargne logement/assurance vie,23,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100282,Dupré,Pierre,M,1976-10-26,pierre.dupré@orange.fr,07 92 92 98 42,"17, avenue Jérôme Monnier",53953,Rivière,FR5449932312342669806908726,174068816064743,solde > 200 ou salaire domicilié,18,crédits Finova soldés,électroménager,1445,pas d'épargne connue,4-7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,49,banque,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100376,Labbé,Sébastien,M,1991-09-11,sébastien.labbé@free.fr,07 89 25 83 20,"785, rue de Le Goff",35640,MonnierVille,FR8897609320126578982604180,113013155583024,pas de compte courant,18,retards de paiement passés,électroménager,2320,épargne < 100,sans emploi,2,homme : marié/veuf,aucun,3,immobilier,34,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100384,Lemaître,Vincent,M,20/04/1999,vincent.lemaître@outlook.fr,0652110392,"792, boulevard Fouquet",44931,Sainte Margauxdan,FR1598936529447161982734813,116068400749968,pas de compte courant,30,retards de paiement passés,autre,4272,épargne 100-500,1-4 ans,2,homme : célibataire,aucun,2,épargne logement/assurance vie,26,aucun,propriétaire,2,non qualifié résident,1,non,oui,0
FIN-100224,Laurent,Lucas,M,08/07/1995,lucas.laurent@gmail.com,07 58 99 75 71,rue Martel,02295,Bazindan,FR0386712007202455910245109,296122808512112,pas de compte courant,15,crédits en cours sans incident,voiture occasion,4657,épargne < 100,1-4 ans,3,homme : célibataire,aucun,2,véhicule ou autre,30,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100979,Riou,Marc,M,2000-02-16,marc.riou@outlook.fr,0776834201,"91, boulevard Chartier",19556,Laine,FR2683045762745116089589701,282119761175361,solde 100-200,15,crédits Finova soldés,voiture neuve,1264,épargne 100-500,1-4 ans,2,homme : marié/veuf,aucun,2,épargne logement/assurance vie,25,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100836,Noël,Luce,F,2004-05-15,luce.noël@gmail.com,0769055107,"44, chemin Xavier Chauvet",93183,Saint François,FR1733891478524744203594410,169098313745988,pas de compte courant,12,crédits en cours sans incident,électroménager,886,pas d'épargne connue,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,21,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100472,Toussaint,François,M,1997-02-11,françois.toussaint@outlook.fr,0790471281,"64, chemin Voisin",39390,Saint Roger,FR9490747296694179967080897,295019761188406,solde < 100,9,crédits en cours sans incident,voiture neuve,-654,épargne < 100,1-4 ans,4,homme : célibataire,aucun,3,véhicule ou autre,28,aucun,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100347,Perez,Alexandrie,F,2002-06-18,alexandrie.perez@free.fr,+33720881474,"89, avenue Coste",31255,Saint HortenseVille,FR2036488208934868839062467,173093201328027,solde 100-200,24,crédits en cours sans incident,électroménager,3758,épargne 500-1000,sans emploi,1,femme : divorcée/séparée/mariée,aucun,4,aucun bien connu,23,aucun,locataire,1,sans emploi / non qualifié non résident,1,non,oui,0
FIN-100505,Rolland,Benjamin,M,1998-02-09,benjamin.rolland@outlook.fr,0621962071,"29, rue Pierre Martel",71760,Saint Alexandria,FR0898818738775833364770413,274126748278870,pas de compte courant,10,crédits en cours sans incident,voiture neuve,,pas d'épargne connue,1-4 ans,4,homme : célibataire,garant,4,épargne logement/assurance vie,27,aucun,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100639,Potier,Gilbert,M,1999-03-18,gilbert.potier@free.fr,0632074276,"25, boulevard Noémi Girard",29605,Maréchal,FR6747070385036059529842410,273052309607604,solde < 100,42,retards de paiement passés,électroménager,4370,épargne < 100,4-7 ans,3,homme : célibataire,aucun,2,épargne logement/assurance vie,26,banque,propriétaire,2,employé qualifié,2,oui,oui,1
FIN-100163,Muller,Éric,M,1955-02-16,éric.muller@gmail.com,0611586938,"893, rue Bailly",65449,Saint Étienne,FR4845307624843379766270511,235044315741415,solde 100-200,10,crédits en cours sans incident,voiture neuve,7308,épargne < 100,sans emploi,2,homme : célibataire,aucun,4,aucun bien connu,70,banque,logé gratuitement,1,cadre / indépendant,1,oui,oui,0
FIN-100797,Lemaître,Constance,F,2003-02-15,constance.lemaître@free.fr,0664709006,avenue Xavier Lopez,06130,Texier,FR6847046568969870368830048,278010319050689,pas de compte courant,12,compte critique / crédits ailleurs,audiovisuel,1258,épargne < 100,< 1 an,2,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,22,aucun,locataire,2,non qualifié résident,1,non,oui,0
FIN-100952,Mendès,Caroline,F,1997-11-30,caroline.mendès@outlook.fr,0682066784,"10, rue de Rodriguez",62127,François,FR5977317394624872385865392,163123201399247,solde 100-200,24,crédits en cours sans incident,voiture occasion,4113,épargne 500-1000,< 1 an,3,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,28,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100927,Gosselin,Jean,M,1986-04-21,jean.gosselin@orange.fr,0623972404,"93, avenue Marie",28529,Guillet-sur-Marie,FR2588168785185690509656882,210074410948511,solde < 100,48,crédits en cours sans incident,voiture occasion,10297,épargne < 100,4-7 ans,4,homme : célibataire,aucun,4,aucun bien connu,39,magasins,logé gratuitement,3,employé qualifié,2,oui,oui,1
FIN-100619,Barbier,Richard,M,1976-07-09,richard.barbier@free.fr,0776561248,"98, rue Pauline Diaz",04952,Chauveauboeuf,FR4662303974408806708987092,120092123112429,pas de compte courant,12,crédits en cours sans incident,voiture neuve,640,épargne < 100,1-4 ans,4,homme : divorcé/séparé,aucun,2,immobilier,49,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100877,Valentin,Thibault,M,1997-08-20,thibault.valentin@orange.fr,0701636112,"84, boulevard Renard",10467,Sauvageboeuf,FR7266911223214252611978925,204065439511059,pas de compte courant,36,crédits en cours sans incident,électroménager,3595,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,28,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100825,Gillet,Christophe,M,1995-09-24,christophe.gillet@gmail.com,0769183626,"95, avenue Berger",31147,Da SilvaVille,FR8648527758670365620363444,205108902498968,solde < 100,21,compte critique / crédits ailleurs,voiture neuve,1602,épargne < 100,>= 7 ans,4,homme : marié/veuf,aucun,3,véhicule ou autre,30,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100645,Foucher,Jules,M,26/03/1998,jules.foucher@outlook.fr,07 74 90 50 97,"85, rue de Besnard",81505,Saint Nicole,FR6288223788705841680613495,146095626007494,pas de compte courant,36,retards de paiement passés,autre,7980,pas d'épargne connue,< 1 an,4,homme : célibataire,aucun,4,véhicule ou autre,27,aucun,locataire,2,employé qualifié,1,oui,oui,1
FIN-100868,Pichon,Noël,M,1988-02-13,noël.pichon@outlook.fr,07 58 26 03 40,"451, rue Édouard Michaud",79444,Sauvage-sur-Mer,FR2122557856413547416855739,290094315750822,pas de compte courant,36,crédits en cours sans incident,autre,7409,pas d'épargne connue,>= 7 ans,3,homme : célibataire,aucun,2,épargne logement/assurance vie,37,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100556,Muller,Christiane,F,1997-09-01,christiane.muller@outlook.fr,0771462730,"71, chemin de Barthelemy",70516,LucasBourg,FR8302227111757691716204298,116129300872949,solde 100-200,18,aucun crédit / tous soldés,voiture neuve,2 278 EUR,épargne 100-500,< 1 an,3,femme : divorcée/séparée/mariée,aucun,3,véhicule ou autre,28,aucun,propriétaire,2,employé qualifié,1,non,oui,1
FIN-100984,Buisson,Thomas,M,1995-02-28,thomas.buisson@gmail.com,0679103368,boulevard Audrey Ollivier,62571,LeroyVille,FR7026543475916043598398590,215044900741101,pas de compte courant,24,compte critique / crédits ailleurs,audiovisuel,2028,épargne < 100,4-7 ans,2,homme : célibataire,aucun,2,épargne logement/assurance vie,30,aucun,propriétaire,2,non qualifié résident,1,non,oui,0
FIN-100577,Maury,Camille,F,09.05.1992,camille.maury@free.fr,0615716479,"76, chemin Chevalier",59949,Masson,FR7456321740039101933538922,108086912369633,pas de compte courant,24,compte critique / crédits ailleurs,reconversion,1927,pas d'épargne connue,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,33,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100795,Humbert,Michelle,F,2003-05-12,michelle.humbert@orange.fr,0718621042,avenue de Baron,80699,Sainte JacquesVille,FR9337138874022346144662763,127095935015209,pas de compte courant,9,crédits en cours sans incident,audiovisuel,,épargne 100-500,< 1 an,2,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,22,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100085,Toussaint,Catherine,F,1996-04-14,catherine.toussaint@free.fr,0798254494,rue de Turpin,60366,Pichon,FR5774222946430394290458867,223126005734147,pas de compte courant,12,compte critique / crédits ailleurs,autre,1412,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,garant,2,immobilier,29,aucun,propriétaire,2,cadre / indépendant,1,oui,oui,0
FIN-100242,Leroy,Jacques,M,2001-06-12,jacques.leroy@outlook.fr,0705720259,"24, rue Danielle Martins",03980,MichaudBourg,FR4946154021190170756814298,223036912387259,solde < 100,48,aucun crédit / tous soldés,voiture occasion,4605,épargne < 100,>= 7 ans,3,homme : célibataire,aucun,4,aucun bien connu,24,aucun,logé gratuitement,2,employé qualifié,2,non,oui,1
FIN-100698,Baron,Louis,M,2001-10-16,louis.baron@outlook.fr,0702851961,boulevard Christophe Klein,07941,Garcia-sur-Lemaître,FR9794901333443767348140984,131077864638945,pas de compte courant,18,compte critique / crédits ailleurs,électroménager,1800,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,véhicule ou autre,24,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100159,Mary,André,M,1991-09-14,andré.mary@orange.fr,0649731032,"9, boulevard Dijoux",47728,Denis-la-Forêt,FR8493113253269496843645380,211071927255839,pas de compte courant,6,compte critique / crédits ailleurs,électroménager,1898,pas d'épargne connue,1-4 ans,1,homme : célibataire,aucun,2,immobilier,34,aucun,propriétaire,2,non qualifié résident,2,non,oui,0
FIN-100524,Gomes,Aurore,F,1999-11-12,aurore.gomes@orange.fr,0663254310,"2, chemin de Pages",75146,Jean,FR4798545829420340153534660,273110608849985,solde 100-200,18,crédits en cours sans incident,électroménager,1113,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,garant,4,immobilier,26,aucun,propriétaire,1,non qualifié résident,2,non,oui,0
FIN-100035,Bousquet,Michel,M,2000-09-29,michel.bousquet@gmail.com,07 70 08 86 00,"844, avenue Léger",87762,Sainte Valentine,FR8472742318306178932064969,276125935076795,solde 100-200,45,compte critique / crédits ailleurs,électroménager,4746,épargne < 100,< 1 an,4,homme : célibataire,aucun,2,épargne logement/assurance vie,25,aucun,propriétaire,2,non qualifié résident,1,non,oui,1
FIN-100540,Lombard,Alexandre,M,2002-05-29,alexandre.lombard@outlook.fr,0684222231,"33, boulevard Briand",41285,Saint Hortensenec,FR9713753582107288780727903,270108212180569,solde 100-200,12,crédits en cours sans incident,électroménager,1534,épargne < 100,< 1 an,1,homme : marié/veuf,aucun,1,immobilier,23,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100170,Guillon,Vincent,M,1992-07-16,vincent.guillon@orange.fr,0619148564,avenue Guillaume Couturier,11397,Gomes,FR3129250105875256806562590,143068519124647,solde < 100,15,aucun crédit / tous soldés,voiture neuve,950,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,3,véhicule ou autre,33,aucun,locataire,2,employé qualifié,2,non,oui,1
FIN-100654,Letellier,William,M,1990-10-20,william.letellier@gmail.com,07 49 08 10 81,"25, chemin Delahaye",22166,Saint JulesBourg,FR1326029442031589258490734,267014101829031,pas de compte courant,24,compte critique / crédits ailleurs,voiture occasion,2346,épargne < 100,4-7 ans,4,homme : célibataire,aucun,3,véhicule ou autre,35,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100912,Rodriguez,Margot,F,2000-02-20,margot.rodriguez@orange.fr,0609337118,"816, rue Payet",92933,Saint MargaretVille,FR4599034804247960009409165,151025439599261,solde 100-200,30,crédits en cours sans incident,électroménager,2991,pas d'épargne connue,>= 7 ans,2,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,25,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100879,Blin,Nicolas,M,1989-03-21,nicolas.blin@free.fr,0791025625,"1, boulevard Gilbert Besnard",64625,Clémentboeuf,FR4067380520388193768418471,232030608806374,pas de compte courant,30,compte critique / crédits ailleurs,électroménager,6742,,4-7 ans,2,homme : célibataire,aucun,3,épargne logement/assurance vie,36,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100869,Paris,Madeleine,F,2001-10-07,madeleine.paris@orange.fr,0787297585,"21, chemin Marie",54561,RocheBourg,FR8452328555809579475816602,106054410933683,solde < 100,12,crédits en cours sans incident,audiovisuel,652,épargne < 100,>= 7 ans,4,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,24,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100968,Morel,Daniel,M,1996-09-04,daniel.morel@free.fr,0612747472,"987, rue Techer",26233,Sainte Thibaut-la-Forêt,FR9478831273654852207201970,265019710512156,pas de compte courant,42,crédits en cours sans incident,électroménager,7166,pas d'épargne connue,4-7 ans,2,homme : marié/veuf,aucun,4,épargne logement/assurance vie,29,aucun,locataire,1,employé qualifié,1,oui,oui,0
FIN-100733,Maréchal,Valentine,F,11.06.1997,valentine.maréchal@outlook.fr,0718775803,avenue Vincent,75297,Chauvet,FR7664878496224945104625069,201069001051894,pas de compte courant,24,crédits en cours sans incident,voiture occasion,2603,épargne > 1000,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,28,aucun,locataire,1,employé qualifié,1,oui,oui,0
FIN-100095,Boyer,Georges,M,1967-04-05,georges.boyer@orange.fr,+33629387005,"808, chemin de Ramos",19226,Renault,FR8845056658833987411325797,113070506113541,solde 100-200,54,aucun crédit / tous soldés,autre,15945,épargne < 100,< 1 an,3,homme : célibataire,aucun,4,aucun bien connu,58,aucun,locataire,1,employé qualifié,1,oui,oui,1
FIN-100563,Tanguy,Maurice,M,04.07.1988,maurice.tanguy@orange.fr,0628457652,avenue Lévy,31881,Hoareau,FR9775602080192902215439044,275092123170697,solde 100-200,36,crédits en cours sans incident,voiture neuve,12389,pas d'épargne connue,1-4 ans,1,homme : célibataire,aucun,4,aucun bien connu,37,aucun,logé gratuitement,1,employé qualifié,1,oui,oui,1
FIN-100240,Alexandre,Dominique,F,1996-05-14,dominique.alexandre@gmail.com,0634721228,"10, boulevard Sébastien Techer",89555,Potierdan,FR4085174460045212899151145,179112309625070,solde < 100,24,crédits en cours sans incident,voiture neuve,915,pas d'épargne connue,>= 7 ans,4,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,29,banque,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100742,Mendès,Robert,M,1984-02-19,robert.mendès@orange.fr,0676769915,"5, avenue de Maréchal",61842,Morin,FR8348374755803090168564717,137058100413345,pas de compte courant,21,crédits en cours sans incident,électroménager,3160,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,3,épargne logement/assurance vie,41,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100574,Collin,Laurent,M,1998-07-16,laurent.collin@orange.fr,0687592712,"18, avenue de Faivre",68533,Rocher-la-Forêt,FR4726208467292543551962822,195088212115396,solde 100-200,9,crédits en cours sans incident,électroménager,1 082 EUR,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,27,aucun,propriétaire,2,non qualifié résident,1,non,oui,0
FIN-100690,Guyot,Lucas,M,2000-10-23,lucas.guyot@orange.fr,0605485101,"809, rue Pruvost",80740,Marchanddan,FR4138096641475336952474665,263037864666329,solde < 100,15,compte critique / crédits ailleurs,audiovisuel,975,épargne < 100,1-4 ans,2,homme : divorcé/séparé,aucun,3,épargne logement/assurance vie,25,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100460,Clément,Henri,M,1988-07-01,henri.clément@orange.fr,0669656666,"8, boulevard Vasseur",52212,Navarro,FR1011221215481582686876401,275012923248937,solde < 100,36,crédits en cours sans incident,audiovisuel,3620,épargne < 100,1-4 ans,1,homme : célibataire,garant,2,épargne logement/assurance vie,37,aucun,propriétaire,1,employé qualifié,2,non,oui,0
FIN-100553,Rodrigues,Robert,M,1998-04-30,robert.rodrigues@free.fr,+33710646287,"98, chemin Alphonse Bouchet",49217,Saint AgnèsVille,FR1038687906048869320553405,192026748227972,solde 100-200,12,compte critique / crédits ailleurs,voiture neuve,1995,épargne 100-500,< 1 an,4,homme : célibataire,aucun,1,véhicule ou autre,27,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100900,Boulanger,Arthur,M,1982-07-30,arthur.boulanger@free.fr,07 80 30 56 90,"51, rue Claudine Lagarde",74875,Perrot,FR2037642550786887860203922,114052923232506,solde < 100,16,compte critique / crédits ailleurs,voiture neuve,2625,épargne < 100,>= 7 ans,2,homme : célibataire,garant,4,épargne logement/assurance vie,43,banque,locataire,1,employé qualifié,1,oui,oui,1
FIN-100206,Renard,Gilles,M,1982-03-06,gilles.renard@outlook.fr,0711739348,"8, rue Lacroix",86208,François-sur-Weiss,FR3807896793521962633556434,174078816042389,pas de compte courant,12,compte critique / crédits ailleurs,audiovisuel,,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,immobilier,43,aucun,propriétaire,3,employé qualifié,1,oui,oui,0
FIN-100392,Peron,Emmanuel,M,26.08.1986,emmanuel.peron@outlook.fr,07 20 55 54 38,"5, chemin Aurélie Rousset",17632,Saint Margot,FR8193403910452036089411849,159108708516215,solde < 100,36,crédits en cours sans incident,voiture neuve,3249,épargne < 100,4-7 ans,2,homme : célibataire,aucun,4,aucun bien connu,39,banque,logé gratuitement,1,cadre / indépendant,2,oui,oui,0
